participant_id,cohort_year,enrollment_date,age_at_enrollment,grade_level,race_ethnicity,gender,high_school,title_1_school,family_income_range,household_size,first_generation_college,program_track,transportation_barrier,childcare_needs
CYC2023159,2023,2023-09-07,15,9th,Multiracial,Female,Garinger High School,Yes,"$25,000-$39,999",4,Yes,Career Readiness,No,No
CYC2023160,2023,2023-09-10,18,12th,Black or African American,Female,Rocky River High School,No,"$25,000-$39,999",5,Yes,Dual Track,No,No
CYC2023161,2023,2023-09-29,15,10th,Black or African American,Female,Ardrey Kell High School,Yes,"$25,000-$39,999",3,Yes,Career Readiness,No,Yes
CYC2023162,2023,2023-09-14,15,10th,Asian,Female,Vance High School,No,"Under $25,000",4,No,Career Readiness,Yes,No
CYC2023163,2023,2023-08-28,17,11th,Hispanic/Latino,Male,Ardrey Kell High School,No,"$25,000-$39,999",5,Yes,College Prep,No,No
CYC2023164,2023,2023-09-16,18,12th,Hispanic/Latino,Female,East Mecklenburg High School,Yes,"Under $25,000",5,Yes,College Prep,No,No
CYC2023165,2023,2023-08-28,17,12th,Black or African American,Female,Butler High School,Yes,"$25,000-$39,999",5,No,College Prep,No,No
CYC2023166,2023,2023-09-21,18,12th,Asian,Male,Butler High School,No,"$100,000+",2,Yes,College Prep,Yes,No
CYC2023167,2023,2023-09-27,17,11th,Asian,Female,Mallard Creek High School,Yes,"Under $25,000",3,Yes,College Prep,Yes,No
CYC2023168,2023,2023-08-19,14,9th,Black or African American,Female,Garinger High School,Yes,"Under $25,000",2,Yes,Dual Track,Yes,N/A
CYC2023169,2023,2023-10-04,18,12th,Other,Female,Vance High School,No,"$80,000-$99,999",4,No,Dual Track,No,Yes
CYC2023170,2023,2023-08-21,18,12th,Asian,Male,Independence High School,No,"$25,000-$39,999",4,Yes,College Prep,No,No
CYC2023171,2023,2023-09-20,16,11th,Black or African American,Male,Mallard Creek High School,No,"$25,000-$39,999",5,Yes,College Prep,Yes,No
CYC2023172,2023,2023-08-24,18,12th,Black or African American,Female,Mallard Creek High School,Yes,"$100,000+",5,Yes,Dual Track,Yes,No
CYC2023173,2023,2023-10-08,15,9th,Asian,Male,South Mecklenburg High School,Yes,"$25,000-$39,999",3,Yes,College Prep,Yes,N/A
CYC2023174,2023,2023-08-31,17,12th,Asian,Male,Vance High School,No,"Under $25,000",4,No,College Prep,Yes,No
CYC2023175,2023,2023-09-17,17,11th,White,Male,Mallard Creek High School,Yes,"Under $25,000",5,Yes,Career Readiness,No,No
CYC2023176,2023,2023-10-12,17,11th,Native American,Male,North Mecklenburg High School,Yes,"$80,000-$99,999",3,Yes,College Prep,Yes,No
CYC2023177,2023,2023-10-06,17,11th,Black or African American,Female,South Mecklenburg High School,Yes,"Under $25,000",4,Yes,Dual Track,Yes,No
CYC2023178,2023,2023-09-01,18,12th,Hispanic/Latino,Male,Vance High School,Yes,"Under $25,000",5,Yes,College Prep,No,No
CYC2023179,2023,2023-08-27,16,11th,Native American,Female,Garinger High School,Yes,"Under $25,000",4,Yes,College Prep,Yes,N/A
CYC2023180,2023,2023-09-16,17,11th,Hispanic/Latino,Female,Charlotte Catholic High School,No,"Under $25,000",1,No,College Prep,No,No
CYC2023181,2023,2023-09-15,18,12th,Asian,Female,Butler High School,Yes,"Under $25,000",4,No,College Prep,No,No
CYC2023182,2023,2023-08-21,18,12th,Black or African American,Female,North Mecklenburg High School,Yes,"$80,000-$99,999",4,No,Career Readiness,Yes,No
CYC2023183,2023,2023-08-31,17,12th,Black or African American,Male,Butler High School,Yes,"Under $25,000",4,Yes,Dual Track,No,No
CYC2023184,2023,2023-10-02,14,9th,Native American,Female,Julius Chambers High School,No,"$25,000-$39,999",4,No,Dual Track,Yes,No
CYC2023185,2023,2023-10-10,17,12th,White,Female,Hopewell High School,Yes,"$25,000-$39,999",3,Yes,Dual Track,No,No
CYC2023186,2023,2023-08-24,18,12th,White,Male,Providence High School,Yes,"Under $25,000",4,Yes,College Prep,Yes,No
CYC2023187,2023,2023-09-11,16,11th,Asian,Male,Butler High School,Yes,"Under $25,000",3,No,Intensive Support,Yes,No
CYC2023188,2023,2023-08-19,17,12th,White,Female,Hopewell High School,No,"$25,000-$39,999",1,Yes,Dual Track,No,Yes
CYC2023189,2023,2023-09-10,17,11th,Hispanic/Latino,Female,Myers Park High School,No,"Under $25,000",1,Yes,College Prep,No,No
CYC2023190,2023,2023-09-25,16,11th,White,Female,Olympic High School,No,"$25,000-$39,999",1,Yes,College Prep,Yes,Yes
CYC2023191,2023,2023-10-08,16,11th,Black or African American,Male,Independence High School,No,"$80,000-$99,999",6,Yes,Dual Track,Yes,N/A
CYC2023192,2023,2023-10-14,17,11th,White,Female,Hopewell High School,Yes,"$60,000-$79,999",3,Yes,College Prep,No,No
CYC2023193,2023,2023-09-06,18,12th,Hispanic/Latino,Female,East Mecklenburg High School,Yes,"$60,000-$79,999",4,Yes,Dual Track,Yes,No
CYC2023194,2023,2023-09-25,16,11th,Hispanic/Latino,Male,South Mecklenburg High School,Yes,"$40,000-$59,999",4,Yes,Intensive Support,No,No
CYC2023195,2023,2023-09-11,15,10th,Hispanic/Latino,Male,West Charlotte High School,Yes,"$25,000-$39,999",4,Yes,College Prep,No,No
CYC2023196,2023,2023-10-13,15,9th,Black or African American,Male,Vance High School,Yes,"$60,000-$79,999",4,Yes,Intensive Support,No,No
CYC2023197,2023,2023-09-02,17,11th,Black or African American,Female,Garinger High School,Yes,"$40,000-$59,999",4,Yes,Career Readiness,No,No
CYC2023198,2023,2023-08-29,15,10th,Hispanic/Latino,Female,Garinger High School,Yes,"$60,000-$79,999",2,Yes,College Prep,No,N/A
CYC2023199,2023,2023-10-02,14,9th,Black or African American,Male,East Mecklenburg High School,Yes,"$60,000-$79,999",5,Yes,College Prep,No,Yes
CYC2023200,2023,2023-10-10,18,12th,Hispanic/Latino,Male,Providence High School,No,"Under $25,000",3,Yes,College Prep,No,Yes
CYC2023201,2023,2023-10-07,16,11th,Multiracial,Male,Olympic High School,Yes,"$60,000-$79,999",2,Yes,Dual Track,No,No
CYC2023202,2023,2023-09-25,18,12th,Multiracial,Female,Harding University High School,Yes,"$40,000-$59,999",7,Yes,College Prep,No,No
CYC2023203,2023,2023-10-02,17,12th,Black or African American,Female,Garinger High School,No,"$40,000-$59,999",6,Yes,Career Readiness,Yes,No
CYC2023204,2023,2023-08-25,15,10th,White,Female,Butler High School,Yes,"Under $25,000",1,Yes,Dual Track,No,Yes
CYC2023205,2023,2023-09-01,15,10th,Black or African American,Male,North Mecklenburg High School,No,"$40,000-$59,999",5,Yes,Dual Track,No,Yes
CYC2023206,2023,2023-09-29,18,12th,Multiracial,Female,Myers Park High School,No,"$25,000-$39,999",6,No,Career Readiness,Yes,No
CYC2023207,2023,2023-10-01,16,10th,Hispanic/Latino,Male,Butler High School,No,"Under $25,000",2,No,College Prep,Yes,Yes
CYC2023208,2023,2023-09-01,15,9th,Asian,Female,North Mecklenburg High School,Yes,"$60,000-$79,999",1,No,Dual Track,Yes,N/A
CYC2023209,2023,2023-09-02,15,9th,Hispanic/Latino,Male,Rocky River High School,Yes,"$40,000-$59,999",6,Yes,Career Readiness,No,No
CYC2023210,2023,2023-10-10,18,12th,Hispanic/Latino,Male,Providence High School,Yes,"Under $25,000",7,Yes,Intensive Support,Yes,Yes
CYC2023211,2023,2023-08-25,18,12th,Black or African American,Female,Butler High School,No,"Under $25,000",3,Yes,College Prep,No,Yes
CYC2023212,2023,2023-10-04,17,12th,Black or African American,Female,Myers Park High School,Yes,"Under $25,000",5,Yes,Dual Track,No,No
CYC2023213,2023,2023-10-05,17,11th,Black or African American,Female,Myers Park High School,Yes,"Under $25,000",1,Yes,Career Readiness,Yes,N/A
CYC2023214,2023,2023-10-08,18,12th,Hispanic/Latino,Female,Ardrey Kell High School,Yes,"$80,000-$99,999",8,No,College Prep,Yes,No
CYC2023215,2023,2023-09-24,18,12th,Black or African American,Female,Ardrey Kell High School,No,"$25,000-$39,999",5,No,Career Readiness,No,No
CYC2023216,2023,2023-08-21,16,11th,Multiracial,Male,Independence High School,No,"$25,000-$39,999",4,Unknown,Career Readiness,No,No
CYC2023217,2023,2023-10-02,17,12th,Black or African American,Male,Mallard Creek High School,Yes,"$40,000-$59,999",3,Yes,College Prep,No,N/A
CYC2023218,2023,2023-10-11,17,12th,Asian,Female,East Mecklenburg High School,Yes,"$40,000-$59,999",4,Yes,College Prep,No,No
